"case_id","party_number","victim_role","victim_sex","victim_age","victim_degree_of_injury","victim_seating_position","victim_safety_equip_1","victim_safety_equip_2","victim_ejected","local_report_number"
"9478335","2","2","M","1","0","4","L","G","-","2022-00025868"
"9478335","2","2","F","20","4","3","L","G","0","2022-00025868"
"9423341","2","3","M","42","6","-","-","-","-","2022-00008929"
"9478332","1","1","M","19","3","1","M","-","-","2022-00026508"
"9478332","2","1","F","39","3","1","L","E","0","2022-00026508"
"9478322","1","1","M","43","3","1","B","G","0","2022-00028365"
"9436111","2","2","M","15","0","-","P","-","-","2022-00009713"
"9436111","2","1","M","30","7","1","M","G","0","2022-00009713"
"9436111","2","2","F","35","7","3","M","G","0","2022-00009713"
"91882262","2","1","F","66","7","1","M","G","0","9370-2022-02699"
"9438518","2","3","-","44","7","-","-","-","-","2022-00013270"
"9438518","1","2","F","29","0","5","M","B","0","2022-00013270"
"9438518","1","2","F","34","0","4","M","B","0","2022-00013270"
"9438518","1","2","F","25","0","6","M","B","0","2022-00013270"
"9487189","2","1","F","31","3","1","M","C","0","2022-00036588"
"91974468","3","1","M","59","6","1","L","G","0","9370-2022-03804"
"9529696","3","1","F","37","7","1","M","G","0","2022-00046180"
"9529728","2","2","-","20","0","3","M","-","-","2022-00049385"
"9529728","1","4","M","54","6","1","P","W","1","2022-00049385"
"9530296","1","1","F","48","7","1","M","G","0","2022-00046812"
"9530284","2","4","F","33","6","-","P","W","-","2022-00049172"
"9530282","2","4","M","63","7","-","-","-","-","2022-00049514"
"9504206","1","2","M","15","0","3","L","G","0","2022-00036876"
"9528752","2","3","M","64","6","-","P","-","-","2022-00048564"
"91683242","2","1","M","72","6","1","M","G","0","9370-2022-00115"
"91975639","2","1","F","46","7","1","M","G","0","9370-2022-03889"
"9432494","2","2","F","20","0","-","M","-","-","2022-00028253"
"9487434","2","1","F","31","6","1","M","P","0","2022-00036851"
"9487431","2","2","F","10","6","6","M","G","0","2022-00038341"
"9487422","1","1","M","18","6","1","M","G","0","2022-00035018"
"9456678","2","4","M","63","6","-","-","V","-","2022-00022314"
"9528776","2","2","M","33","7","3","M","G","0","2022-00051517"
"9536852","4","1","M","36","4","1","L","-","0","2022-00055248"
"9536852","3","1","F","63","3","1","L","G","0","2022-00055248"
"9536852","2","1","M","33","4","1","L","G","0","2022-00055248"
"9536852","1","1","F","74","3","1","L","G","0","2022-00055248"
"9487243","2","1","F","74","7","1","M","G","0","2022-00039082"
"9445320","1","2","-","23","0","3","L","G","0","2022-00016227"
"9445320","1","2","F","14","6","6","P","H","0","2022-00016227"
"9418828","2","2","M","0","0","6","P","J","-","2022-00006742"
"9418828","2","2","M","42","0","3","M","G","0","2022-00006742"
"9536852","4","2","F","27","2","3","L","G","0","2022-00055248"
"9502075","2","2","F","19","0","6","M","G","0","2022-00045774"
"9502075","1","3","F","20","7","-","P","-","0","2022-00045774"
"91928729","3","2","F","39","7","3","L","G","0","9370-2022-03324"
"91828786","2","1","F","31","6","1","M","G","0","9370-2022-02109"
"9502057","1","4","M","35","7","-","-","P","3","2022-00042132"
"9502063","2","2","F","19","0","6","M","-","-","2022-00041324"
"9502063","1","4","M","35","5","-","P","-","1","2022-00041324"
"9418772","2","1","M","26","7","1","M","G","0","2022-00006847"
"9418766","2","2","M","22","0","3","M","G","0","2022-00007825"
"9418766","1","4","F","44","6","-","P","V","2","2022-00007825"
"9478359","2","2","F","42","0","3","M","C","0","2022-00028616"
"9478359","1","1","F","20","3","1","P","V","1","2022-00028616"
"9418741","2","4","M","22","6","-","P","W","1","2022-00005221"
"9418735","2","1","M","63","7","-","-","-","0","2022-00008098"
"9418735","1","2","F","13","0","3","M","G","0","2022-00008098"
"9418735","1","2","F","16","0","7","M","-","0","2022-00008098"
"9488733","3","3","F","19","6","-","-","-","-","2022-00031509"
"9488733","2","3","F","21","6","-","P","-","-","2022-00031509"
"9414307","1","4","M","12","6","-","P","A","-","2022-00000858"
"9537411","2","2","M","27","0","6","M","G","0","2022-00053040"
"9537411","2","1","M","53","6","1","M","E","0","2022-00053040"
"9537411","1","1","F","39","6","1","L","E","0","2022-00053040"
"9537396","2","1","F","43","3","1","M","B","-","2022-00054501"
"9537391","2","1","M","44","3","1","M","G","0","2022-00056034"
"9537391","1","1","M","21","3","1","L","G","0","2022-00056034"
"9537384","2","1","F","71","3","1","M","G","0","2022-00054127"
"9414361","2","2","F","37","0","3","L","G","0","2022-00001051"
"9414349","1","2","F","7","0","4","M","G","0","2022-00003102"
"9414349","1","2","F","3","0","6","M","G","0","2022-00003102"
"9414349","1","2","F","43","7","3","M","B","0","2022-00003102"
"9414341","1","2","F","12","6","4","M","H","0","2022-00004130"
"9414311","2","3","F","35","5","-","P","-","-","2022-00000670"
"9455401","2","2","F","41","0","3","M","H","-","2022-00022381"
"9455401","1","1","F","31","7","1","M","G","-","2022-00022381"
"9452500","1","4","F","21","5","-","P","V","3","2022-00017513"
"9700616","1","1","M","30","5","1","P","W","0","2024-00012287"
"9452498","1","1","M","23","5","1","M","G","-","2022-00017991"
"9455436","2","2","F","23","6","3","M","G","0","2022-00022810"
"9455436","2","1","M","29","6","1","M","G","0","2022-00022810"
"9455430","2","1","F","29","6","1","M","-","0","2022-00023810"
"9455430","1","1","F","35","6","1","L","G","0","2022-00023810"
"9455409","2","4","M","29","6","-","P","W","0","2022-00021927"
"9478019","2","2","M","27","0","0","M","R","0","2022-0025341"
"9546922","1","4","F","19","6","-","P","V","0","2023-00002523"
"9615128","2","4","M","34","6","-","P","W","0","2023-00034346"
"92188788","1","2","F","21","7","4","L","G","0","9370-2023-02795"
"9615153","2","3","F","76","6","-","P","-","-","2023-00033825"
"9551181","1","1","M","78","6","1","M","G","0","2023-00000987"
"9551181","2","2","F","28","6","3","M","G","0","2023-00000987"
"9551181","2","2","F","30","0","6","M","-","0","2023-00000987"
"9656290","2","1","F","50","7","1","L","G","0","2023-00053343"
"9656290","1","1","M","24","7","1","L","G","0","2023-00053343"
"9546929","2","4","F","54","6","-","M","B","0","2023-00001718"
"9650859","1","2","M","24","7","2","M","G","0","2023-00054199"
"9650859","2","1","F","20","7","1","L","G","0","2023-00054199"
"9650852","2","3","M","41","6","-","P","-","0","2023-00057212"
"92042306","1","1","M","21","7","1","L","G","0","9370-2023-00969"
"92122781","2","1","M","63","7","1","L","G","0","9370-2023-02189"
"9546910","2","3","F","20","6","-","P","-","0","2023-00003841"
"9568884","2","2","F","64","7","3","M","E","0","2023-00016369"
"9568884","2","1","M","43","7","1","M","E","0","2023-00016369"
"9652840","1","1","M","63","3","1","P","V","1","2023-0061367"
"9652847","2","2","F","37","6","3","M","C","0","2023-00055047"
"9547276","2","1","M","24","6","1","P","W","2","2023-00003715"
"92068954","2","1","M","66","7","1","L","G","0","9370-2023-01378"
"91977164","3","1","M","52","6","1","M","G","0","9370-2023-00172"
"9568905","2","1","F","36","7","1","M","G","0","2023-00017391"
"9583887","1","1","F","48","6","1","M","G","0","2023-00027346"
"9650779","1","2","F","35","0","6","M","G","0","202300057027"
"9650779","1","2","F","53","0","3","M","G","0","202300057027"
"9583857","1","1","M","50","6","1","L","H","-","2023-00027025"
"9568913","1","1","F","35","7","1","M","E","-","2023-00018603"
"9583857","2","2","M","0","6","5","M","C","0","2023-00027025"
"9583857","2","2","M","3","0","6","M","-","-","2023-00027025"
"9583857","2","2","F","39","6","3","M","C","0","2023-00027025"
"9583857","3","2","F","19","0","3","M","-","-","2023-00027025"
"92173361","1","1","F","65","6","1","L","G","0","9370-2023-02812"
"9650824","2","1","M","36","6","1","M","G","0","2023-00053512"
"9650844","2","3","F","37","5","-","P","-","-","2023-00057913"
"9561683","2","4","F","42","6","-","P","W","0","2023-00006949"
"9594806","1","1","M","27","4","1","M","B","0","2023-00021271"
"9594796","2","4","F","23","3","-","P","Y","1","2023-00023288"
"9594796","1","2","F","27","0","9","M","P","-","2023-00023288"
"9594796","1","2","M","59","0","4","M","B","0","2023-00023288"
"9629368","1","4","M","25","6","-","P","W","0","2023-00041974"
"9629373","2","1","F","45","6","1","M","G","0","2023-00040355"
"9629373","2","2","M","14","0","2","M","-","-","2023-00040355"
"9629373","1","2","F","19","0","2","L","G","0","2023-00040355"
"9629373","1","2","F","53","0","4","M","-","0","2023-00040355"
"9594792","1","4","M","26","2","-","P","W","1","2023-00023617"
"9594782","1","4","M","72","2","-","P","V","0","2023-00025863"
"9568905","3","2","M","2","0","5","P","-","0","2023-00017391"
"9585679","2","3","F","17","6","-","P","-","0","2023-00012878"
"9604634","2","2","M","62","7","1","M","P","0","0103"
"9629048","2","4","M","53","6","-","P","-","0","2023-00040560"
"92073751","2","1","M","35","6","1","M","G","0","9370-2023-01369"
"9585204","2","4","M","42","7","-","P","W","2","202300020720"
"9585224","1","1","F","28","6","1","L","G","0","2023-00016873"
"9585224","1","2","F","26","0","2","L","G","0","2023-00016873"
"9585221","1","4","M","27","6","-","P","V","0","2023-00017372"
"9585218","2","4","M","28","6","-","P","W","1","202300017557"
"92090308","2","1","M","66","7","1","M","G","0","9370-2023-01689"
"9629762","2","3","F","19","6","-","-","-","-","2023-00043590"
"9629762","3","3","F","19","6","-","-","-","-","2023-00043590"
"9585231","2","2","F","50","0","3","M","G","0","2023-00015623"
"9585231","2","1","M","46","6","1","M","G","0","2023-00015623"
"9585231","1","2","F","21","0","3","L","G","0","2023-00015623"
"9629681","2","1","F","64","6","1","L","G","-","2023-00044940"
"9629681","2","2","F","47","6","4","M","G","0","2023-00044940"
"9629681","2","2","F","23","6","6","P","G","0","2023-00044940"
"9652062","2","2","F","22","0","3","L","D","0","2023-00061223"
"9629812","1","1","M","31","6","1","P","Y","2","2023-00047504"
"9629816","1","4","M","13","6","-","P","-","0","2023-00046877"
"9629820","2","2","F","18","0","3","M","C","0","2023-00045252"
"9613558","2","3","M","21","6","-","P","-","0","2023-00035603"
"9652103","2","1","M","60","6","1","P","W","1","2023-00058997"
"9652095","1","1","M","36","6","1","P","Y","2","2023-00060280"
"92249324","1","1","M","74","7","1","M","G","0","9370-2023-03703"
"9629580","1","1","F","16","2","1","P","-","1","202300037320"
"92134125","1","1","M","57","6","1","P","W","0","9370-2023-02262"
"9629502","2","4","F","60","6","-","P","W","1","2023-00039869"
"9574242","2","1","F","25","7","1","-","-","-","2023-00015316"
"9574244","2","3","F","25","7","-","-","-","-","2023-00015077"
"9574252","2","3","F","57","6","-","P","-","-","2023-00012820"
"9574258","1","1","F","79","6","1","L","G","0","2023-00011274"
"9574258","2","1","M","22","6","1","L","G","0","2023-00011274"
"92126765","1","1","M","44","7","1","P","W","0","9370-2023-02217"
"92196750","1","1","F","20","7","1","M","G","0","9370-2023-03048"
"92249849","2","1","F","44","7","1","M","G","0","9370-2023-03786"
"92051128","1","1","M","21","7","1","L","G","0","9370-2023-01138"
"92197930","2","1","M","26","7","1","L","G","0","9370-2023-03060"
"9568155","1","1","M","26","6","1","M","G","0","2023-00012495"
"92083259","1","1","M","56","6","1","L","G","0","9370-2023-01576"
"92225861","2","1","M","28","6","1","M","G","0","9370-2023-03419"
"9599991","3","2","M","77","0","3","M","G","0","2023-00027645"
"9599991","3","1","F","48","6","1","M","G","0","2023-00027645"
"9599988","2","1","F","33","7","1","L","G","0","2023-00028451"
"9599951","1","1","F","54","6","1","B","G","0","2023-00031140"
"9599951","2","1","F","49","6","1","M","G","0","2023-00031140"
"92045006","2","1","M","29","7","1","L","G","0","9370-2023-00884"
"9596119","1","1","M","61","6","1","M","G","0","2023-00023007"
"9555022","1","2","F","21","0","4","L","G","0","2023-00005934"
"9555022","1","2","F","22","7","3","L","G","0","2023-00005934"
"9555022","2","1","M","22","6","1","M","G","0","2023-00005934"
"9555030","2","2","M","20","6","3","L","G","0","2023-00006535"
"9555030","2","1","M","20","6","1","L","G","0","2023-00006535"
"9613279","2","4","F","23","6","-","P","W","-","2023-0035083"
"9641383","1","1","M","23","3","1","L","G","0","2023-0005296"
"9641383","2","1","M","19","3","1","L","G","0","2023-0005296"
"9641383","2","2","F","25","0","3","M","G","0","2023-0005296"
"9641387","2","4","F","23","2","-","P","B","2","2023-00052425"
"9641405","1","4","M","49","6","-","P","V","0","2023-00049747"
"9641410","1","1","M","46","5","1","M","G","0","2023-00049182"
"9641410","2","1","F","55","5","1","M","-","-","2023-00049182"
"9641415","1","1","M","20","6","1","P","-","1","2023-00049109"
"9641480","1","2","F","29","0","3","P","-","0","2023-00048050"
"9641480","2","3","M","32","6","-","P","-","-","2023-00048050"
"92112597","1","1","M","40","7","1","P","W","1","9370-2023-01923"
"92241907","2","1","M","55","7","1","M","G","0","9370-2023-03603"
"92258276","1","1","F","60","6","1","M","G","0","9370-2023-03673"
"9665440","2","3","M","22","5","-","P","-","0","2024-00003746"
"93686464","2","2","F","67","7","3","M","G","0","9370-2024-02399"
"9691663","2","4","F","75","6","-","P","-","-","2024-00011910"
"9700343","1","2","F","20","6","3","L","G","0","2024-00015045"
"9707690","1","1","F","35","3","1","M","G","0","2024-00020909"
"9674616","2","1","M","31","7","1","-","-","0","2024-00009336"
"9674624","2","1","F","51","6","1","M","G","0","2024-00007878"
"92314754","1","1","M","24","7","1","L","G","0","9370-2024-00435"
"9717436","1","1","M","43","6","1","M","G","0","2024-00026724"
"9717436","3","2","M","19","7","6","M","G","0","2024-00026724"
"9717436","3","2","M","21","7","3","M","G","0","2024-00026724"
"92335771","2","2","F","8","7","5","M","Q","0","9370-2024-00713"
"92439093","2","1","F","18","6","1","L","G","0","9370-2024-02143"
"94484982","2","1","M","49","7","1","M","G","0","9370-2024-03720"
"9742713","1","1","F","19","4","1","M","G","0","2024-00042191"
"9742713","1","2","F","21","3","3","L","G","0","2024-00042191"
"9742713","2","2","F","49","3","3","L","G","0","2024-00042191"
"9705746","1","1","M","20","6","1","L","G","-","2024-00022342"
"9705742","1","1","F","30","6","1","L","G","0","2024-00022422"
"9705737","1","1","F","46","6","1","P","V","-","2024-00023565"
"9701138","2","1","F","68","7","1","M","-","-","2024-00014804"
"9701131","2","2","M","40","0","3","M","-","-","2024-00017793"
"9701131","2","2","M","39","6","3","M","C","0","2024-00017793"
"9739726","2","1","M","87","6","1","L","G","0","2024-00039411"
"9739721","2","2","M","45","6","3","L","G","0","2024-00039611"
"9739721","2","1","F","53","6","1","L","G","0","2024-00039611"
"94402411","2","1","M","35","6","1","L","G","0","9370-2024-02840"
"94402411","2","2","F","23","5","6","L","G","0","9370-2024-02840"
"9739667","1","1","M","35","3","1","L","G","0","2024-00035602"
"9739663","2","1","F","24","3","1","M","G","0","2024-00035128"
"9726843","2","1","M","32","6","1","M","G","0","2024-00037260"
"9726843","3","2","F","44","7","3","M","G","0","2024-00037260"
"9726843","3","2","M","6","0","6","M","-","-","2024-00037260"
"9705570","1","1","M","17","5","1","P","V","1","2024-00020115"
"9705562","2","2","F","69","6","2","L","G","0","2024-00021644"
"9705562","2","1","M","76","6","1","L","G","0","2024-00021644"
"9705562","1","2","F","27","6","3","L","G","0","2024-00021644"
"9705562","1","1","F","24","6","1","L","G","0","2024-00021644"
"9758152","2","1","M","65","7","1","M","G","-","2024-00048962"
"9758152","2","2","F","29","7","3","M","G","0","2024-00048962"
"9758152","2","2","F","998","0","5","M","G","-","2024-00048962"
"9758152","2","2","F","64","7","4","M","G","0","2024-00048962"
"9758152","2","2","M","998","0","3","M","G","-","2024-00048962"
"9758148","2","1","F","48","6","1","M","G","0","2024-00049481"
"9731724","1","1","F","24","3","1","L","G","0","2024-00034130"
"9676427","1","1","M","80","6","1","L","C","0","2024-00004840"
"9676427","2","2","F","40","0","2","L","C","0","2024-00004840"
"9676369","1","2","M","5","0","6","M","Q","-","2024-00004874"
"9676369","1","2","F","69","0","3","M","G","-","2024-00004874"
"9676413","2","2","M","3","6","4","L","G","0","2024-00006619"
"9676422","2","1","M","18","7","1","L","G","0","2024-00005530"
"9676422","2","2","F","19","6","3","L","G","0","2024-00005530"
"9676422","2","2","F","9","0","4","L","G","0","2024-00005530"
